Date,"Imp Vol","1D IV Chg","IV Rank","IV Pctl","Put/Call Vol","Options Vol","Put/Call OI","Total OI"
2022-11-17,26.17%,-0.35%,55.57%,73%,1.1924959216966,2688,1.7947559326202,90919
2022-11-16,26.52%,+0.47%,57.33%,76%,1.1791044776119,438,1.7961550292218,90903
2022-11-15,26.05%,-0.60%,54.96%,73%,0.23112128146453,2152,1.8731348083355,89343
2022-11-14,26.65%,+1.29%,57.98%,77%,1.2863534675615,1022,1.865297833935,88893
2022-11-11,25.36%,-0.47%,51.51%,68%,0.60702614379085,1967,1.8849803664921,88165
2022-11-10,25.41%,-2.50%,53.04%,69%,2.4425942156004,3928,1.8897747657963,86988
2022-11-09,27.91%,+0.06%,65.87%,83%,1.5971563981043,548,1.8907243963364,86794
2022-11-08,27.84%,+0.10%,65.54%,83%,1.5770392749245,853,1.8958919715856,86425
2022-11-07,27.74%,+0.56%,65.03%,83%,2.1119133574007,862,1.8992190655716,86130
2022-11-04,27.19%,-0.63%,62.16%,81%,0.73942701227831,1275,1.9164598279555,85776
2022-11-03,27.81%,-0.64%,65.39%,83%,1.2267080745342,1434,1.933714010526,85286
2022-11-02,28.45%,+0.20%,68.67%,85%,2.6991525423729,1746,1.9077441308906,84595
2022-11-01,28.25%,+0.12%,67.64%,85%,1.7625,884,1.9107050508533,84425
2022-10-31,28.13%,-0.09%,67.01%,85%,2.9788235294118,1691,1.8940162624227,83284
2022-10-28,28.22%,-0.59%,67.48%,85%,1.7942857142857,1467,1.9029013539652,82544
2022-10-27,28.81%,-0.60%,70.49%,86%,255.26627218935,43309,2.1655741171495,89820
2022-10-26,29.41%,-0.71%,73.60%,88%,0.46103896103896,1575,2.1909373548226,89292
2022-10-25,30.12%,-2.99%,77.24%,90%,0.55551149881047,3923,2.3327586206897,86985
2022-10-24,33.11%,+0.29%,92.77%,97%,1.0753086419753,1681,1.9503198626931,94543
2022-10-21,32.82%,+0.42%,91.61%,97%,2.5636007827789,1821,1.9773597832518,95606
2022-10-20,32.40%,-0.82%,89.60%,94%,5.6847195357834,3456,1.9239627010451,93444
2022-10-19,33.22%,+0.33%,93.54%,98%,8.0344827586207,3930,1.8987544316506,92392
2022-10-18,32.89%,+0.53%,91.93%,98%,2.0410764872521,2147,2.0453266293948,81161
2022-10-17,32.35%,-0.42%,89.36%,95%,0.18332795872299,7339,2.0647111663903,88705
2022-10-14,32.77%,+0.24%,91.37%,98%,3.8260869565217,1443,2.0213370303994,89350
2022-10-13,32.53%,-2.03%,90.21%,96%,1.9272550921435,3018,2.0520984081042,88578
2022-10-12,34.56%,+0.87%,100.00%,100%,1.3265582655827,3434,2.1344017094017,88014
2022-10-11,33.69%,+0.02%,96.97%,99%,0.87927644514353,4779,2.2496910228081,86770
2022-10-10,33.67%,+0.19%,96.87%,99%,3.8522727272727,2989,2.2279637563028,85144
2022-10-07,33.49%,+0.95%,95.97%,99%,1.5682656826568,2784,2.2632863340564,84245
2022-10-06,32.53%,+2.59%,91.31%,98%,1.4351464435146,1746,2.2881628490744,83835
2022-10-05,29.94%,+0.39%,78.63%,95%,0.52786282914881,2495,2.3885355512068,83114
2022-10-04,29.55%,-1.68%,76.71%,94%,1.3235294117647,1580,2.4150982334489,82741
2022-10-03,31.23%,-1.31%,84.94%,96%,0.58691341705221,2401,2.5330906254063,81519
2022-09-30,32.54%,-0.07%,91.34%,98%,6.839552238806,4202,2.4273474229975,78003
2022-09-29,32.61%,+1.74%,91.70%,99%,3.2863070539419,4132,2.4133381529008,75544
2022-09-28,30.87%,-3.44%,83.17%,97%,6.7444876783398,5971,2.4555418550486,75666
2022-09-27,34.31%,+3.05%,100.00%,100%,2.8228638314475,9798,2.4176759083175,68292
2022-09-26,31.26%,+2.42%,93.09%,98%,0.71909090909091,5673,2.5968732857926,65571
2022-09-23,28.84%,+2.63%,80.15%,95%,24.060606060606,38042,1.8502549837738,49184
2022-09-22,26.21%,+0.04%,66.05%,88%,1.3310502283105,2042,1.8447325199437,48497
2022-09-21,26.17%,-0.22%,65.82%,87%,0.5548128342246,1163,1.8984759244641,47735
2022-09-20,26.39%,+1.48%,67.00%,89%,0.97642015005359,1844,1.9192945282313,46843
2022-09-19,24.91%,+0.03%,59.09%,79%,1.3623445825933,1330,2.9633633339855,81027
2022-09-16,24.88%,-0.59%,58.93%,79%,2.0152671755725,1975,3.1430692595076,86499
2022-09-15,25.47%,+0.80%,62.07%,84%,1.5252525252525,1750,3.184019253911,86923
2022-09-14,24.66%,+0.53%,57.78%,78%,20.576506955178,13960,3.1737071048816,86354
2022-09-13,24.14%,+3.23%,54.95%,75%,3.1441176470588,2818,3.1949094468918,85702
2022-09-12,20.91%,-0.34%,37.67%,54%,0.71236559139785,637,3.2227054811447,85438
2022-09-09,21.25%,-0.46%,39.51%,58%,0.66532258064516,413,3.2354137725739,85369
2022-09-08,21.71%,-0.42%,41.96%,61%,15.494505494505,1501,3.2495034756703,85585
2022-09-07,22.12%,-1.46%,44.19%,63%,0.82972972972973,677,3.2877498615377,85159
2022-09-06,23.58%,+0.43%,52.00%,72%,1.8558558558559,1268,3.3096570672637,84702
2022-09-02,23.15%,+0.10%,50.47%,71%,14.664473684211,4762,3.2662028748274,83400
2022-09-01,23.05%,-0.06%,49.95%,69%,13.427692307692,4689,3.1044046516415,79765
2022-08-31,23.12%,-0.59%,50.45%,71%,16.90243902439,2936,2.9885270360652,77525
2022-08-30,23.71%,+0.62%,53.74%,73%,9.67004048583,5271,2.7707507847476,73277
2022-08-29,23.09%,+1.13%,50.52%,70%,26.142168674699,11264,2.7809415534081,73165
2022-08-26,21.95%,+2.85%,45.38%,65%,1.3190394511149,1352,2.7864846558641,72674
2022-08-25,19.10%,-1.46%,30.69%,46%,3.97,994,2.7777428316821,72068
2022-08-24,20.56%,-0.55%,38.20%,56%,3.0097087378641,413,2.7736701150029,71862
2022-08-23,21.12%,+0.06%,41.06%,61%,2.3002309468822,1429,2.7965159773432,71048
2022-08-22,21.06%,+2.85%,40.75%,61%,2.0821484992101,1951,2.8514615547553,72731
2022-08-19,18.21%,-0.07%,26.07%,41%,0.62412342215989,1158,2.5717825320436,74961
2022-08-18,18.28%,+0.29%,26.43%,42%,0.60035523978686,901,2.5837778098121,74582
2022-08-17,17.99%,+0.48%,24.93%,39%,0.76428571428571,988,2.5878940243667,74212
2022-08-16,17.51%,-0.69%,22.48%,35%,1.6055555555556,469,2.5816361085579,74036
2022-08-15,18.20%,+1.13%,26.05%,42%,99.478260869565,20799,2.5659590966366,73580
2022-08-12,17.07%,-1.73%,20.23%,29%,0.6463963963964,731,2.5781059609105,73412
2022-08-11,18.81%,+0.52%,29.16%,46%,1.3608870967742,1171,2.5887910249471,72935
2022-08-10,18.29%,-0.90%,26.50%,43%,0.67934224049332,1634,2.6412830681191,72538
2022-08-09,19.20%,-0.76%,31.16%,48%,5.6263736263736,603,2.6420231504781,72367
2022-08-08,19.96%,+0.51%,35.08%,54%,2.0682730923695,764,2.6407722941977,72222
2022-08-05,19.45%,-0.79%,32.47%,51%,0.45142857142857,508,2.6558233950774,72038
2022-08-04,20.24%,-0.77%,36.55%,56%,1.4813559322034,732,2.6594713206777,71711
2022-08-03,21.01%,-0.44%,40.52%,60%,0.82978723404255,516,2.6606859888565,71614
2022-08-02,21.46%,+0.67%,42.81%,64%,0.72388059701493,924,2.6780857201731,71399
2022-08-01,20.79%,+1.49%,39.37%,58%,0.32321428571429,1482,2.728975897274,70858
2022-07-29,19.30%,-0.16%,31.68%,52%,0.6963696369637,1028,2.7364136181011,70678
2022-07-28,19.46%,-1.73%,32.51%,53%,1.5901926444834,1479,2.7442406143345,70212
2022-07-27,21.19%,-1.24%,41.43%,62%,1.1486486486486,795,2.7757772370911,69833
2022-07-26,22.43%,+1.04%,47.82%,67%,3.1381578947368,629,2.771540257343,69468
2022-07-25,21.39%,+0.35%,42.47%,64%,1.3273542600897,519,2.7943848511384,69331
2022-07-22,21.04%,-0.82%,40.66%,62%,1.8416988416988,736,2.8150091114915,69086
2022-07-21,21.86%,-1.14%,44.89%,65%,0.96283783783784,581,2.7967153685598,69123
2022-07-20,23.00%,-0.50%,50.75%,70%,2.251677852349,969,2.8104803010181,68863
2022-07-19,23.50%,-1.01%,53.35%,72%,1.9129172714078,2007,2.9173647917023,68738
2022-07-18,24.51%,+2.08%,58.55%,77%,0.60696999031946,1660,2.8713854121709,71760
2022-07-15,22.43%,-2.98%,47.81%,68%,1.4989473684211,1187,2.8498351589918,72400
2022-07-14,25.41%,+0.43%,63.17%,84%,1.0283018867925,860,2.8613367309019,72736
2022-07-13,24.98%,-0.33%,60.95%,81%,2.5163636363636,967,2.8670815382161,72705
2022-07-12,25.30%,+0.76%,62.63%,84%,0.69285714285714,948,2.8897121993127,72442
2022-07-11,24.54%,+0.79%,58.72%,79%,0.89329268292683,1242,2.9321720195972,72234
2022-07-08,23.75%,-1.14%,54.64%,75%,0.77293577981651,773,2.9148624450594,72147
2022-07-07,24.89%,-0.34%,60.49%,81%,4.6962025316456,450,2.9155939384064,72090
2022-07-06,25.22%,-0.58%,62.23%,84%,2.1039215686275,1583,2.9353698282053,71242
2022-07-05,25.80%,+0.99%,65.19%,86%,1.0991501416431,741,2.9625620710819,71021
2022-07-01,24.81%,-1.38%,60.09%,81%,0.64447592067989,1161,3.0617776236708,70285
2022-06-30,26.19%,-0.05%,67.22%,88%,0.71802325581395,591,3.0981620229454,70013
2022-06-29,26.24%,+0.29%,67.47%,89%,5.2440476190476,1049,3.0985129018985,69728
2022-06-28,25.95%,+0.96%,65.96%,88%,1.1382113821138,1052,3.0632291180588,69660
2022-06-27,24.99%,-0.20%,61.01%,84%,1.9755555555556,1339,3.0723989884138,69243
2022-06-24,25.18%,-1.33%,62.02%,85%,0.44570349386213,3062,2.9885070747906,69061
2022-06-23,26.52%,+0.51%,68.90%,90%,0.57950530035336,1341,3.0799522673031,68380
2022-06-22,26.00%,-1.01%,66.25%,89%,0.96864111498258,1130,3.1247415156307,67819
2022-06-21,27.01%,-0.63%,71.45%,92%,1.0160714285714,1129,2.2680478155443,76822
2022-06-17,27.65%,-2.74%,74.71%,94%,0.77669376693767,3278,3.5808777429467,102291
2022-06-16,30.39%,+3.15%,88.96%,98%,3.0842266462481,2667,3.648091568243,101928
2022-06-15,27.23%,-2.65%,72.90%,94%,10.595933926302,9126,3.738796593606,101832
2022-06-14,29.89%,-0.17%,86.41%,98%,2.918487394958,9326,4.4320361256279,107060
2022-06-13,30.06%,+4.15%,87.28%,98%,3.9662875710804,12227,4.3810182475927,101147
2022-06-10,25.90%,+0.67%,66.11%,91%,3.7693548387097,2957,4.3435309114085,100608
2022-06-09,25.23%,+2.06%,62.69%,89%,0.8974358974359,888,4.3747061337893,100593
2022-06-08,23.17%,+0.78%,52.17%,82%,50.280952380952,10769,3.8509416751623,90407
2022-06-07,22.38%,-1.58%,48.18%,78%,1.521472392638,822,3.860767694218,90036
2022-06-06,23.96%,+0.45%,56.22%,84%,0.55740740740741,841,3.8841967784066,89752
2022-06-03,23.51%,+0.41%,53.93%,83%,1.4285714285714,459,3.8956022944551,89614
2022-06-02,23.10%,-1.58%,51.83%,82%,36.237179487179,5809,3.6166200734528,84221
2022-06-01,24.68%,+0.46%,59.90%,87%,2.6761363636364,1294,3.6302623550946,83479
2022-05-31,24.22%,+1.38%,57.54%,86%,7.6009732360097,3535,3.6035900016776,82326
2022-05-27,22.84%,-2.76%,50.49%,83%,2.5955555555556,1618,3.6452236176621,81742
2022-05-26,25.60%,-0.95%,64.55%,91%,2.2472324723247,880,3.6760926924401,81523
2022-05-25,26.55%,-0.26%,69.42%,92%,1.8188976377953,716,3.7193714848959,81395
2022-05-24,26.81%,+0.60%,70.74%,93%,3.0529953917051,1759,3.7124809919289,80574
2022-05-23,26.21%,-0.28%,67.67%,92%,1.5948275862069,2408,3.337842039801,83703
2022-05-20,26.49%,-0.60%,69.10%,93%,1.1904176904177,1783,3.4871672499735,84619
2022-05-19,27.09%,-2.11%,72.15%,94%,1.0195852534562,1753,3.6075259943885,83751
2022-05-18,29.20%,+3.72%,82.89%,98%,6.2036363636364,1981,3.6054463102077,83377
2022-05-17,25.48%,-2.56%,63.95%,92%,1.0993690851735,1331,3.6453872884206,82883
2022-05-16,28.04%,-1.55%,76.99%,96%,23.622119815668,5343,3.5291835357625,80547
2022-05-13,29.58%,-2.77%,84.87%,98%,1.7875,892,3.5804231600501,80533
2022-05-12,32.36%,-0.20%,98.99%,99%,2.4189189189189,1265,3.5382914800748,80060
2022-05-11,32.55%,+0.82%,100.00%,100%,1.1630309988519,1884,3.6611305361305,79985
2022-05-10,31.74%,-0.59%,96.94%,99%,5.6554524361949,5737,3.5736708561987,77510
2022-05-09,32.33%,+3.76%,100.00%,100%,39.858885017422,23453,2.650977595531,61435
2022-05-06,28.57%,-0.59%,96.37%,99%,5.3509749303621,4560,2.7317451788166,62503
2022-05-05,29.16%,+3.97%,100.00%,100%,1.8266129032258,1402,2.7247755514597,62647
2022-05-04,25.19%,-2.02%,76.14%,96%,2.8732057416268,1619,2.7384006713823,62364
2022-05-03,27.21%,-1.82%,88.68%,99%,10.053604436229,5980,2.4693582404339,57574
2022-05-02,29.03%,+2.16%,100.00%,100%,7.4918414918415,7286,2.2631993695823,53833
2022-04-29,26.87%,+4.18%,95.63%,98%,1.2739593417231,2349,2.2683062130178,53025
2022-04-28,22.69%,-1.05%,66.94%,90%,5.0621118012422,976,2.2738353028522,52915
2022-04-27,23.74%,-0.40%,74.14%,92%,0.69094488188976,859,2.292222360713,52827
2022-04-26,24.13%,+2.49%,76.87%,93%,3.7564766839378,918,2.2845574387947,52323
2022-04-25,21.65%,+0.65%,59.81%,89%,1.8212765957447,1989,2.2752491588904,51595
2022-04-22,21.00%,+2.36%,55.38%,86%,4.5123456790123,893,2.2508427144947,51113
2022-04-21,18.64%,+1.33%,39.18%,74%,1.4033816425121,995,2.260192926045,50696
2022-04-20,17.31%,-0.42%,30.06%,62%,1.0638586956522,1519,2.288532351394,50012
2022-04-19,17.73%,-1.69%,32.97%,68%,1.4943253467844,1978,2.349155103723,48757
2022-04-18,19.42%,+0.14%,44.55%,79%,2.1236133122029,1971,2.6158524492629,54697
2022-04-14,19.28%,+0.04%,43.59%,78%,0.49908925318761,823,2.5548111281266,55711
2022-04-13,19.24%,-2.10%,43.33%,78%,85.089430894309,10589,1.9945390298747,46610
2022-04-12,21.35%,+0.40%,57.76%,89%,3.4080717488789,983,2.0050934880722,46609
2022-04-11,20.95%,+1.42%,55.02%,86%,2.5985915492958,1022,2.0035153961331,46137
2022-04-08,19.53%,-0.63%,45.26%,80%,2.8363636363636,1055,1.9864608542089,45660
2022-04-07,20.15%,+1.23%,49.57%,83%,8.3161764705882,2534,1.8798235216647,43733
2022-04-06,18.93%,+1.22%,41.14%,79%,1.3986013986014,686,1.8858220810167,43599
2022-04-05,17.70%,+1.15%,32.74%,70%,0.68840579710145,699,1.9166497941554,43216
2022-04-04,16.55%,-0.18%,24.82%,59%,0.61176470588235,1096,1.9469539991712,42666
2022-04-01,16.72%,-0.62%,26.04%,60%,1.5032258064516,776,1.9566314019477,42200
2022-03-31,17.35%,+1.27%,30.30%,67%,1.0467289719626,657,1.9645334843551,41877
2022-03-30,16.08%,+0.36%,21.61%,51%,2.4233576642336,469,1.9573335226466,41657
2022-03-29,15.72%,-0.66%,19.12%,46%,0.80231765507839,2644,2.0109562495342,40398
2022-03-28,16.37%,-0.76%,23.62%,57%,2.1185770750988,1578,1.9904942965779,39325
2022-03-25,17.13%,-0.66%,28.84%,64%,8.1672240802676,2741,1.8445643793369,36894
2022-03-24,17.79%,-1.10%,33.38%,71%,1.6379310344828,765,1.8607347066656,36523
2022-03-23,18.89%,+1.35%,40.89%,78%,2.9414634146341,808,1.8656775003925,36503
2022-03-22,17.54%,-1.35%,31.65%,70%,1.2748815165877,960,1.8385298044451,36143
2022-03-21,18.89%,-0.29%,40.90%,79%,1.4538152610442,1222,3.2569254015334,76067
2022-03-18,19.18%,-1.81%,42.91%,80%,3.632183908046,4836,2.9818276762402,76252
2022-03-17,20.99%,-1.31%,55.31%,87%,2.7622149837134,1155,2.9525699958211,75668
2022-03-16,22.30%,-2.62%,64.27%,90%,1.6409266409266,684,2.9590056235875,75328
2022-03-15,24.92%,-1.99%,82.23%,96%,2.5609756097561,1606,2.9273484010326,74545
2022-03-14,26.91%,+2.36%,95.90%,98%,0.98399160215195,15120,2.7822407115192,79098
2022-03-11,24.54%,-0.44%,79.68%,96%,1.5195530726257,902,2.7820568296553,78663
2022-03-10,24.98%,-1.95%,82.68%,97%,5.4874551971326,1810,2.8031614057137,78676
2022-03-09,26.93%,-0.20%,96.03%,99%,3.4375,639,4.4652923363615,46925
2022-03-08,27.13%,-0.37%,97.43%,99%,7.915857605178,2755,2.7307276833939,75980
2022-03-07,27.51%,+3.07%,100.00%,100%,1.9047619047619,549,2.7333399005073,75798
2022-03-04,24.43%,+2.16%,88.80%,97%,0.17966101694915,1044,2.7166372721928,75864
2022-03-03,22.27%,-0.81%,72.11%,93%,0.51851851851852,492,2.7426732673267,75602
2022-03-02,23.08%,-2.46%,78.39%,95%,1.8512110726644,824,2.7590367477721,75083
2022-03-01,25.55%,+1.52%,97.41%,99%,0.98775510204082,487,2.7627544609198,74860
2022-02-28,24.03%,+2.71%,85.68%,97%,1.1465517241379,747,2.7698850691104,74459
2022-02-25,21.32%,-2.99%,64.78%,93%,0.33759124087591,733,2.8206266453311,74017
2022-02-24,24.31%,-1.38%,87.87%,98%,0.91714836223507,995,2.8383764986765,73954
2022-02-23,25.69%,+1.23%,98.50%,99%,1.1643059490085,764,2.8479055677426,73672
