Date,"Imp Vol","1D IV Chg","IV Rank","IV Pctl","Put/Call Vol","Options Vol","Put/Call OI","Total OI"
2022-07-21,21.86%,-1.14%,44.89%,65%,0.96283783783784,581,2.7967153685598,69123
2022-07-20,23.00%,-0.50%,50.75%,70%,2.251677852349,969,2.8104803010181,68863
2022-07-19,23.50%,-1.01%,53.35%,72%,1.9129172714078,2007,2.9173647917023,68738
2022-07-18,24.51%,+2.08%,58.55%,77%,0.60696999031946,1660,2.8713854121709,71760
2022-07-15,22.43%,-2.98%,47.81%,68%,1.4989473684211,1187,2.8498351589918,72400
2022-07-14,25.41%,+0.43%,63.17%,84%,1.0283018867925,860,2.8613367309019,72736
2022-07-13,24.98%,-0.33%,60.95%,81%,2.5163636363636,967,2.8670815382161,72705
2022-07-12,25.30%,+0.76%,62.63%,84%,0.69285714285714,948,2.8897121993127,72442
2022-07-11,24.54%,+0.79%,58.72%,79%,0.89329268292683,1242,2.9321720195972,72234
2022-07-08,23.75%,-1.14%,54.64%,75%,0.77293577981651,773,2.9148624450594,72147
2022-07-07,24.89%,-0.34%,60.49%,81%,4.6962025316456,450,2.9155939384064,72090
2022-07-06,25.22%,-0.58%,62.23%,84%,2.1039215686275,1583,2.9353698282053,71242
2022-07-05,25.80%,+0.99%,65.19%,86%,1.0991501416431,741,2.9625620710819,71021
2022-07-01,24.81%,-1.38%,60.09%,81%,0.64447592067989,1161,3.0617776236708,70285
2022-06-30,26.19%,-0.05%,67.22%,88%,0.71802325581395,591,3.0981620229454,70013
"Downloaded from Barchart.com as of 04-24-2023 10:40pm CDT"
